geo_point_2d,geo_shape,latitude,longitude,road_name,installed_year,range,type,date,easting,northing,projection,postcode,pc85th_kmh,volume_12h,volume_24h,comm_vhcl,peakvol,suburb_name,ward_name,gisfid
"-38.0759630046, 145.329009027","{""coordinates"": [145.329009027, -38.0759630046], ""type"": ""Point""}",-38.07596300455016,145.32900902699268,WHEELERS PARK DRIVE,2022,Between 50km/h and 60km/h,W,2022-08-24,353438,5784439,MGA2020 zone 55,3977,53.8,4510,5564,1.87,11.58,CRANBOURNE NORTH,SPRINGFIELD,513
"-38.1465070019, 145.2348950045","{""coordinates"": [145.2348950045, -38.1465070019], ""type"": ""Point""}",-38.1465070019477,145.23489500450785,BROWNS ROAD,2022,More than 60km/h,W,2022-08-24,345331,5776459,MGA2020 zone 55,3977,71.9,3856,4637,10.81,13.09,CRANBOURNE SOUTH,BALLA BALLA,515
"-38.0974370015, 145.2478680265","{""coordinates"": [145.2478680265, -38.0974370015], ""type"": ""Point""}",-38.097437001535134,145.24786802647498,QUARTERS BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-08-24,346365,5781925,MGA2020 zone 55,3977,54.6,662,783,4.09,12.8,CRANBOURNE WEST,MAYFIELD,516
"-38.1620570052, 145.3032490248","{""coordinates"": [145.3032490248, -38.1620570052], ""type"": ""Point""}",-38.16205700521194,145.30324902476832,WORTHING ROAD,2022,Between 50km/h and 60km/h,W,2022-08-24,351353,5774845,MGA2020 zone 55,3977,52.9,161,189,27.37,13.3,DEVON MEADOWS,BALLA BALLA,518
"-38.0015730022, 145.258027029","{""coordinates"": [145.258027029, -38.0015730022], ""type"": ""Point""}",-38.00157300219774,145.25802702903775,HARMER ROAD,2022,Between 40km/h and 50km/h,W,2022-08-24,347057,5792580,MGA2020 zone 55,3803,47.5,2689,3310,3.86,10.01,HALLAM,RIVER GUM,522
"-38.0196780024, 145.2680550357","{""coordinates"": [145.2680550357, -38.0196780024], ""type"": ""Point""}",-38.019678002426765,145.26805503571705,OGRADY ROAD,2022,Between 30km/h and 40km/h,W,2022-08-24,347975,5790587,MGA2020 zone 55,3976,35.3,322,407,17.35,9.7,HAMPTON PARK,RIVER GUM,523
"-38.0436550036, 145.313155034","{""coordinates"": [145.313155034, -38.0436550036], ""type"": ""Point""}",-38.04365500358938,145.31315503399196,GOLF LINKS ROAD,2022,More than 60km/h,W,2022-09-08,351982,5787999,MGA2020 zone 55,3805,68.6,3203,4248,2.75,9.0,NARRE WARREN,SPRINGFIELD,532
"-38.2133520027, 145.3807220213","{""coordinates"": [145.3807220213, -38.2133520027], ""type"": ""Point""}",-38.2133520026795,145.3807220212693,SOUTH GIPPSLAND HIGHWAY (SERVICE ROAD),2022,Between 30km/h and 40km/h,W,2022-08-24,358240,5769274,MGA2020 zone 55,3980,30.6,398,438,8.13,9.44,TOORADIN,BALLA BALLA,539
"-38.2068860024, 145.3756040032","{""coordinates"": [145.3756040032, -38.2068860024], ""type"": ""Point""}",-38.20688600244431,145.37560400320908,BAYVIEW ROAD,2022,Between 40km/h and 50km/h,W,2022-08-24,357779,5769984,MGA2020 zone 55,3980,49.3,1008,1207,6.45,15.02,TOORADIN,BALLA BALLA,541
"-38.1166890023, 145.3439110415","{""coordinates"": [145.3439110415, -38.1166890023], ""type"": ""Point""}",-38.11668900227659,145.34391104151118,BUNDALEER LANE,2022,Less than 30km/h,W,2022-08-24,354826,5779944,MGA2020 zone 55,3978,23.7,140,176,6.36,15.05,CLYDE NORTH,EDRINGTON,542
"-38.1166210023, 145.3447270418","{""coordinates"": [145.3447270418, -38.1166210023], ""type"": ""Point""}",-38.116621002256956,145.34472704179552,DELAMERE LANE,2022,Less than 30km/h,W,2022-08-24,354897,5779952,MGA2020 zone 55,3978,21.1,10,11,3.26,16.67,CLYDE NORTH,EDRINGTON,543
"-37.9802450052, 145.3171400327","{""coordinates"": [145.3171400327, -37.9802450052], ""type"": ""Point""}",-37.98024500516878,145.31714003269101,OAKVIEW BOULEVARD,2022,Between 30km/h and 40km/h,W,2022-09-08,352205,5795042,MGA2020 zone 55,3804,33.2,2383,2578,3.55,11.84,NARRE WARREN NORTH,FOUR OAKS,547
"-38.106411005, 145.2892610385","{""coordinates"": [145.2892610385, -38.106411005], ""type"": ""Point""}",-38.10641100495014,145.28926103847468,CLARENDON STREET,2021,More than 60km/h,W,2021-11-15,350014,5780997,MGA2020 zone 55,3977,66.5,1495,1820,9.51,9.91,CRANBOURNE,MAYFIELD,554
"-38.1090140038, 145.2856390284","{""coordinates"": [145.2856390284, -38.1090140038], ""type"": ""Point""}",-38.10901400379356,145.28563902842006,CODRINGTON STREET,2021,Between 40km/h and 50km/h,W,2021-11-15,349701,5780703,MGA2020 zone 55,3977,46.7,2141,2301,10.58,11.43,CRANBOURNE,MAYFIELD,556
"-38.1125690029, 145.2849400184","{""coordinates"": [145.2849400184, -38.1125690029], ""type"": ""Point""}",-38.11256900291735,145.28494001835966,CODRINGTON STREET,2021,More than 60km/h,W,2021-11-15,349647,5780307,MGA2020 zone 55,3977,72.9,1547,1742,1.93,10.69,CRANBOURNE,MAYFIELD,557
"-38.1100490044, 145.2888160305","{""coordinates"": [145.2888160305, -38.1100490044], ""type"": ""Point""}",-38.11004900438945,145.2888160304837,LYALL STREET,2021,Between 40km/h and 50km/h,W,2021-11-15,349982,5780593,MGA2020 zone 55,3977,42.7,1108,1295,2.22,11.7,CRANBOURNE,MAYFIELD,559
"-38.1129390036, 145.287436022","{""coordinates"": [145.287436022, -38.1129390036], ""type"": ""Point""}",-38.112939003593866,145.2874360219671,RUSSELL STREET,2021,More than 60km/h,W,2021-11-15,349867,5780270,MGA2020 zone 55,3977,60.1,1067,1214,3.82,13.79,CRANBOURNE,MAYFIELD,561
"-38.1093390043, 145.2879720308","{""coordinates"": [145.2879720308, -38.1093390043], ""type"": ""Point""}",-38.10933900428352,145.2879720308032,RUSSELL STREET,2021,Between 30km/h and 40km/h,W,2021-11-15,349907,5780670,MGA2020 zone 55,3977,36.4,1145,1271,5.8,17.13,CRANBOURNE,MAYFIELD,563
"-38.101698962, 145.2984990562","{""coordinates"": [145.2984990562, -38.101698962], ""type"": ""Point""}",-38.101698962015945,145.29849905623354,FOXWOOD DRIVE,2018,Between 50km/h and 60km/h,W,2018-03-14,350814,5781535,MGA2020 zone 55,3977,51.3,1520,1845,6.49,16.86,CRANBOURNE EAST,MAYFIELD,569
"-38.0663302162, 145.3425839781","{""coordinates"": [145.3425839781, -38.0663302162], ""type"": ""Point""}",-38.06633021623424,145.3425839780832,SKYLINE WAY,2019,Between 40km/h and 50km/h,W,2019-05-21,354610,5785530,MGA2020 zone 55,3806,48.0,1436,1691,1.7,20.52,BERWICK,EDRINGTON,576
"-38.0666428914, 145.3406439806","{""coordinates"": [145.3406439806, -38.0666428914], ""type"": ""Point""}",-38.066642891361894,145.3406439805755,HIGHVALE CRESCENT,2019,Between 50km/h and 60km/h,W,2019-09-02,354440,5785492,MGA2020 zone 55,3806,51.5,382,458,0.9,18.31,BERWICK,EDRINGTON,577
"-38.0653284884, 145.3544928192","{""coordinates"": [145.3544928192, -38.0653284884], ""type"": ""Point""}",-38.06532848844653,145.35449281918147,VIEWGRAND DRIVE,2018,Between 50km/h and 60km/h,w,2018-06-23,355652,5785659,MGA2020 zone 55,3806,56.85,1321,1612,2.38,13.03,BERWICK,EDRINGTON,578
"-38.0676500341, 145.3480144247","{""coordinates"": [145.3480144247, -38.0676500341], ""type"": ""Point""}",-38.067650034057124,145.34801442467221,VIEWGRAND DRIVE,2019,Between 50km/h and 60km/h,W,2019-05-16,355089,5785392,MGA2020 zone 55,3806,52.0,2410,2834,4.4,16.44,BERWICK,EDRINGTON,579
"-38.0919758355, 145.2858516346","{""coordinates"": [145.2858516346, -38.0919758355], ""type"": ""Point""}",-38.09197583553979,145.2858516346234,KINGDOM DRIVE,2020,Between 40km/h and 50km/h,W,2020-02-13,349685,5782594,MGA2020 zone 55,3977,49.5,554,781,2.3,8.32,CRANBOURNE,MAYFIELD,589
"-38.1080080655, 145.3043488095","{""coordinates"": [145.3043488095, -38.1080080655], ""type"": ""Point""}",-38.108008065546116,145.30434880949824,STATESMAN CIRCUIT,2019,Between 40km/h and 50km/h,W,2019-05-16,351340,5780844,MGA2020 zone 55,3977,47.0,111,127,3.9,29.92,CRANBOURNE EAST,MAYFIELD,599
"-38.0740463889, 145.3160807564","{""coordinates"": [145.3160807564, -38.0740463889], ""type"": ""Point""}",-38.07404638892534,145.31608075636848,WILLIAM THWAITES BouLeVarD,2019,Between 50km/h and 60km/h,W,2019-03-19,352300,5784632,MGA2020 zone 55,3977,53.0,3432,4481,3.8,9.91,CRANBOURNE NORTH,SPRINGFIELD,602
"-38.0765052832, 145.3273774938","{""coordinates"": [145.3273774938, -38.0765052832], ""type"": ""Point""}",-38.07650528324447,145.32737749383963,TENERIFFE STREET,2018,Between 30km/h and 40km/h,W,2018-05-10,353296,5784377,MGA2020 zone 55,3977,38.1,130,171,7.49,11.7,CRANBOURNE NORTH,SPRINGFIELD,615
"-38.0998633314, 145.2877269093","{""coordinates"": [145.2877269093, -38.0998633314], ""type"": ""Point""}",-38.09986333136284,145.28772690930302,BARKLY STREET,2019,Between 40km/h and 50km/h,W,2019-11-12,349866,5781721,MGA2020 zone 55,3977,47.8,322,409,2.93,10.45,CRANBOURNE,MAYFIELD,616
"-38.1023484203, 145.2655356937","{""coordinates"": [145.2655356937, -38.1023484203], ""type"": ""Point""}",-38.10234842028631,145.26553569370958,DUFF STREET,2019,Between 40km/h and 50km/h,W,2019-09-02,347925,5781409,MGA2020 zone 55,3977,47.6,6258,7785,2.9,9.87,CRANBOURNE WEST,MAYFIELD,618
"-38.0923447559, 145.2534015228","{""coordinates"": [145.2534015228, -38.0923447559], ""type"": ""Point""}",-38.092344755894246,145.2534015228026,MORIALTA ROAD,2019,Between 40km/h and 50km/h,W,2019-05-21,346840,5782500,MGA2020 zone 55,3977,44.0,298,357,12.3,12.32,CRANBOURNE WEST,MAYFIELD,622
"-38.0346894495, 145.260079105","{""coordinates"": [145.260079105, -38.0346894495], ""type"": ""Point""}",-38.0346894494832,145.2600791049574,FORDHOLM ROAD,2019,Between 40km/h and 50km/h,W,2019-09-02,347306,5788908,MGA2020 zone 55,3976,47.2,2495,3085,2.2,12.05,HAMPTON PARK,RIVER GUM,624
"-38.0319223231, 145.3090796228","{""coordinates"": [145.3090796228, -38.0319223231], ""type"": ""Point""}",-38.031922323109306,145.30907962276325,SAXONWOOD DRIVE,2019,Between 50km/h and 60km/h,W,2019-03-14,351601,5789295,MGA2020 zone 55,3805,55.6,5549,7391,3.75,9.34,NARRE WARREN,SPRINGFIELD,631
"-38.0407516556, 145.308838189","{""coordinates"": [145.308838189, -38.0407516556], ""type"": ""Point""}",-38.04075165557852,145.30883818895393,PENTLAND DRIVE,2019,Between 40km/h and 50km/h,W,2019-09-02,351597,5788315,MGA2020 zone 55,3805,47.2,261,342,2.6,12.04,NARRE WARREN,SPRINGFIELD,632
"-37.9970094392, 145.2391345725","{""coordinates"": [145.2391345725, -37.9970094392], ""type"": ""Point""}",-37.99700943924735,145.23913457247085,FUGOSIA STREET,2019,Between 40km/h and 50km/h,W,2019-09-02,345388,5793055,MGA2020 zone 55,3177,44.5,789,987,2.9,18.42,DOVETON,RIVER GUM,639
"-37.977001826, 145.3292019816","{""coordinates"": [145.3292019816, -37.977001826], ""type"": ""Point""}",-37.97700182603262,145.32920198158897,BAILEY ROAD,2018,More than 60km/h,W,2018-06-22,353257,5795421,MGA2020 zone 55,3804,64.2,324,409,10.78,9.78,NARRE WARREN NORTH,FOUR OAKS,641
"-38.0237421831, 145.3478087842","{""coordinates"": [145.3478087842, -38.0237421831], ""type"": ""Point""}",-38.023742183146446,145.34780878423754,GARDINER STREET,2019,Between 50km/h and 60km/h,W,2019-03-13,354984,5790264,MGA2020 zone 55,3806,53.2,2517,2784,6.77,20.3,BERWICK,EDRINGTON,644
"-38.0224342328, 145.3345497191","{""coordinates"": [145.3345497191, -38.0224342328], ""type"": ""Point""}",-38.022434232775026,145.33454971905797,AVEBURY DRIVE,2018,Between 50km/h and 60km/h,W,2018-06-23,353817,5790388,MGA2020 zone 55,3806,57.9,1636,2085,7.04,9.69,BERWICK,EDRINGTON,647
"-37.9889251198, 145.3153092933","{""coordinates"": [145.3153092933, -37.9889251198], ""type"": ""Point""}",-37.98892511984764,145.3153092933471,CRAWLEY ROAD,2019,Between 50km/h and 60km/h,W,2019-10-22,352061,5794076,MGA2020 zone 55,3804,53.8,1446,1878,3.53,8.4,NARRE WARREN NORTH,FOUR OAKS,650
"-38.004530517, 145.3138102374","{""coordinates"": [145.3138102374, -38.004530517], ""type"": ""Point""}",-38.00453051697637,145.3138102374403,MURDOCH AVENUE,2018,Between 40km/h and 50km/h,W,2018-08-15,351961,5792342,MGA2020 zone 55,3805,45.0,679,824,1.9,19.05,NARRE WARREN,FOUR OAKS,652
"-38.0325578325, 145.3499296507","{""coordinates"": [145.3499296507, -38.0325578325], ""type"": ""Point""}",-38.03255783250579,145.3499296506559,HIGH STREET - BERWICK SERVICE ROAD,2020,Between 50km/h and 60km/h,W,2020-02-13,355187,5789289,MGA2020 zone 55,3806,52.8,332,381,6.5,21.52,BERWICK,EDRINGTON,654
"-38.0795900932, 145.2912761307","{""coordinates"": [145.2912761307, -38.0795900932], ""type"": ""Point""}",-38.079590093188465,145.2912761307385,"JOSEPHINE AVENUE, CRANB.",2019,Between 40km/h and 50km/h,W,2019-08-26,350136,5783977,MGA2020 zone 55,3977,47.2,894,1081,5.4,15.79,CRANBOURNE NORTH,MAYFIELD,656
"-38.0551982352, 145.2868287077","{""coordinates"": [145.2868287077, -38.0551982352], ""type"": ""Point""}",-38.05519823518382,145.28682870765536,KERSHAW DRIVE,2018,Between 30km/h and 40km/h,W,2018-05-10,349696,5786676,MGA2020 zone 55,3805,39.3,766,1031,6.5,10.28,NARRE WARREN SOUTH,SPRINGFIELD,657
"-38.0559627621, 145.2872485209","{""coordinates"": [145.2872485209, -38.0559627621], ""type"": ""Point""}",-38.05596276212404,145.28724852092688,KERSHAW DRIVE,2018,Between 30km/h and 40km/h,W,2018-05-10,349734,5786592,MGA2020 zone 55,3805,38.5,760,1027,7.33,10.91,NARRE WARREN SOUTH,SPRINGFIELD,658
"-38.0307732676, 145.270207182","{""coordinates"": [145.270207182, -38.0307732676], ""type"": ""Point""}",-38.03077326755672,145.27020718202868,LAUREN DRIVE,2018,Between 40km/h and 50km/h,w,2018-11-13,348187,5789359,MGA2020 zone 55,3976,42.4,0,534,2.65,9.7,HAMPTON PARK,RIVER GUM,661
"-38.0621289439, 145.2593596081","{""coordinates"": [145.2593596081, -38.0621289439], ""type"": ""Point""}",-38.06212894385702,145.25935960810358,LOCKWOOD RISE,2018,Between 50km/h and 60km/h,W,2018-07-10,347300,5785862,MGA2020 zone 55,3975,52.0,270,353,4.2,10.2,LYNBROOK,RIVER GUM,664
"-38.0510907351, 145.2862306796","{""coordinates"": [145.2862306796, -38.0510907351], ""type"": ""Point""}",-38.05109073513368,145.28623067961306,ORMOND ROAD Narre Warren SouTH,2019,Between 50km/h and 60km/h,W,2019-11-12,349635,5787131,MGA2020 zone 55,3805,52.1,9593,13010,3.63,9.81,NARRE WARREN SOUTH,SPRINGFIELD,667
"-38.0544290802, 145.2881209407","{""coordinates"": [145.2881209407, -38.0544290802], ""type"": ""Point""}",-38.05442908023781,145.28812094066157,ORMOND ROAD Narre Warren SouTH,2019,Between 50km/h and 60km/h,W,2019-11-12,349807,5786764,MGA2020 zone 55,3805,53.5,8771,11748,3.97,9.52,NARRE WARREN SOUTH,SPRINGFIELD,668
"-38.0620244925, 145.2925061673","{""coordinates"": [145.2925061673, -38.0620244925], ""type"": ""Point""}",-38.06202449249392,145.29250616734362,ORMOND ROAD Narre Warren SouTH,2019,Between 50km/h and 60km/h,W,2019-11-12,350208,5785928,MGA2020 zone 55,3805,53.5,8333,10894,3.76,9.37,NARRE WARREN SOUTH,SPRINGFIELD,670
"-38.0648413761, 145.2956943616","{""coordinates"": [145.2956943616, -38.0648413761], ""type"": ""Point""}",-38.06484137611045,145.29569436164354,ORMOND ROAD Narre Warren SouTH,2019,Between 50km/h and 60km/h,W,2019-11-12,350493,5785620,MGA2020 zone 55,3805,59.9,8033,10537,4.53,8.54,NARRE WARREN SOUTH,SPRINGFIELD,671
"-38.0414056803, 145.3077979584","{""coordinates"": [145.3077979584, -38.0414056803], ""type"": ""Point""}",-38.04140568025727,145.3077979583701,PLAYER DRIVE,2019,Between 40km/h and 50km/h,W,2019-03-19,351507,5788240,MGA2020 zone 55,3805,49.0,836,1210,1.8,8.76,NARRE WARREN,SPRINGFIELD,673
"-38.1489548693, 145.2452078827","{""coordinates"": [145.2452078827, -38.1489548693], ""type"": ""Point""}",-38.14895486928885,145.2452078826957,PEARCEDALE ROAD,2018,More than 60km/h,W,2018-09-12,346240,5776204,MGA2020 zone 55,3977,70.3,3820,4597,6.87,11.14,CRANBOURNE SOUTH,BALLA BALLA,675
"-38.0703916273, 145.3234467737","{""coordinates"": [145.3234467737, -38.0703916273], ""type"": ""Point""}",-38.07039162733547,145.3234467736514,THE ESPLANADE,2019,Between 50km/h and 60km/h,W,2019-02-26,352939,5785049,MGA2020 zone 55,3805,59.6,1587,2088,3.85,11.26,NARRE WARREN SOUTH,SPRINGFIELD,677
"-38.0253092905, 145.3010121553","{""coordinates"": [145.3010121553, -38.0253092905], ""type"": ""Point""}",-38.02530929045369,145.30101215530684,VALLEY FAIR DVE,2020,Between 30km/h and 40km/h,W,2020-02-13,350879,5790016,MGA2020 zone 55,3805,39.8,805,978,3.8,13.39,NARRE WARREN,SPRINGFIELD,681
"-38.0226613221, 145.3128098269","{""coordinates"": [145.3128098269, -38.0226613221], ""type"": ""Point""}",-38.02266132209835,145.31280982692527,VICTOR CRESCENT,2019,Between 40km/h and 50km/h,W,2019-08-26,351910,5790328,MGA2020 zone 55,3805,47.1,5289,5768,3.6,12.46,NARRE WARREN,SPRINGFIELD,682
"-38.1347235334, 145.3337096655","{""coordinates"": [145.3337096655, -38.1347235334], ""type"": ""Point""}",-38.134723533386826,145.33370966552903,BALLARTO ROAD BRIDGE,2018,Less than 30km/h,W,2018-06-23,353967,5777926,MGA2020 zone 55,3978,28.1,1078,1311,9.74,10.83,CLYDE,BALLA BALLA,683
"-38.0602582102, 145.2431865873","{""coordinates"": [145.2431865873, -38.0602582102], ""type"": ""Point""}",-38.06025821018766,145.2431865873444,CARBINE WAY,2019,Between 30km/h and 40km/h,W,2019-03-14,345877,5786043,MGA2020 zone 55,3975,37.2,987,1197,4.44,29.74,LYNDHURST,MAYFIELD,684
"-38.1237133338, 145.306446083","{""coordinates"": [145.306446083, -38.1237133338], ""type"": ""Point""}",-38.12371333379051,145.30644608304712,"CASEY FIELDS BOULEVARD
CASEY FIELDS BOULEVARD",2019,Between 50km/h and 60km/h,W,2019-05-29,351555,5779105,MGA2020 zone 55,3977,59.0,1174,1493,4.1,12.32,CRANBOURNE EAST,BALLA BALLA,685
"-38.078323428, 145.2903725747","{""coordinates"": [145.2903725747, -38.078323428], ""type"": ""Point""}",-38.07832342796182,145.2903725746839,ELIZA STREET,2019,Between 40km/h and 50km/h,W,2019-09-02,350054,5784116,MGA2020 zone 55,3977,46.2,465,601,1.5,10.8,CRANBOURNE NORTH,MAYFIELD,689
"-38.0140708128, 145.3238220319","{""coordinates"": [145.3238220319, -38.0140708128], ""type"": ""Point""}",-38.01407081278595,145.32382203186853,ERNST WANKE ROAD,2020,Between 50km/h and 60km/h,W,2020-02-13,352859,5791299,MGA2020 zone 55,3806,57.5,3923,4771,7.13,16.05,BERWICK,EDRINGTON,691
"-38.0633067886, 145.2450733901","{""coordinates"": [145.2450733901, -38.0633067886], ""type"": ""Point""}",-38.063306788557654,145.24507339008557,GLASSCOCKS ROAD,2018,More than 60km/h,W,2018-05-08,346049,5785708,MGA2020 zone 55,3975,67.0,7315,9599,5.6,11.6,LYNDHURST,MAYFIELD,693
"-38.0728338016, 145.322310456","{""coordinates"": [145.322310456, -38.0728338016], ""type"": ""Point""}",-38.07283380160356,145.32231045600733,GLASSCOCKS ROAD,2019,More than 60km/h,W,2019-08-27,352844,5784776,MGA2020 zone 55,3805,70.3,7902,9999,2.6,10.13,NARRE WARREN SOUTH,SPRINGFIELD,697
"-38.0002327253, 145.3410469445","{""coordinates"": [145.3410469445, -38.0002327253], ""type"": ""Point""}",-38.00023272525977,145.34104694447336,KING ROAD,2018,Between 50km/h and 60km/h,W,2018-08-15,354344,5792862,MGA2020 zone 55,3806,55.0,2511,3001,5.0,12.4,HARKAWAY,FOUR OAKS,700
"-38.1205355398, 145.3001223767","{""coordinates"": [145.3001223767, -38.1205355398], ""type"": ""Point""}",-38.120535539832815,145.3001223767096,LANTHORN CRESCENT,2019,Between 30km/h and 40km/h,W,2019-11-12,350995,5779447,MGA2020 zone 55,3977,32.9,78,111,3.59,11.68,CRANBOURNE EAST,BALLA BALLA,703
"-38.1012343121, 145.3108371433","{""coordinates"": [145.3108371433, -38.1012343121], ""type"": ""Point""}",-38.10123431210049,145.31083714326058,LINSELL BLVD,2019,More than 60km/h,W,2019-09-20,351895,5781606,MGA2020 zone 55,3977,62.7,11660,15338,3.27,8.6,CRANBOURNE EAST,MAYFIELD,706
"-38.1030192334, 145.3278211526","{""coordinates"": [145.3278211526, -38.1030192334], ""type"": ""Point""}",-38.10301923344361,145.32782115260613,LINSELL BLVD,2018,More than 60km/h,W,2018-07-10,353388,5781435,MGA2020 zone 55,3978,62.0,6843,8897,2.7,8.9,CLYDE NORTH,EDRINGTON,708
"-37.9784641513, 145.2585639694","{""coordinates"": [145.2585639694, -37.9784641513], ""type"": ""Point""}",-37.978464151341576,145.25856396942675,RAYMOND McMAHON BLVD,2019,Between 40km/h and 50km/h,W,2019-12-06,347056,5795145,MGA2020 zone 55,3802,43.7,3345,4171,3.35,9.13,ENDEAVOUR HILLS,FOUR OAKS,713
"-38.1004361343, 145.2958163946","{""coordinates"": [145.2958163946, -38.1004361343], ""type"": ""Point""}",-38.10043613433737,145.29581639463078,ROCHESTER PARADE,2018,Between 40km/h and 50km/h,W,2018-07-10,350576,5781671,MGA2020 zone 55,3977,47.0,2821,3323,3.5,10.53,CRANBOURNE EAST,MAYFIELD,717
"-38.0599213968, 145.2834067765","{""coordinates"": [145.2834067765, -38.0599213968], ""type"": ""Point""}",-38.059921396808626,145.28340677652247,ST GEORGES ROAD,2019,Between 50km/h and 60km/h,W,2019-05-17,349405,5786147,MGA2020 zone 55,3805,52.0,332,446,4.6,10.54,NARRE WARREN SOUTH,SPRINGFIELD,730
"-38.039680811, 145.2802066674","{""coordinates"": [145.2802066674, -38.039680811], ""type"": ""Point""}",-38.03968081095784,145.28020666736253,RALPH CRESCENT,2019,Between 40km/h and 50km/h,W,2019-11-12,349083,5788387,MGA2020 zone 55,3976,48.0,458,635,7.52,10.21,HAMPTON PARK,RIVER GUM,732
"-38.0409119414, 145.2717747513","{""coordinates"": [145.2717747513, -38.0409119414], ""type"": ""Point""}",-38.0409119413561,145.27177475134064,SPRINGFIELD CRESCENT,2019,Between 40km/h and 50km/h,W,2019-11-20,348345,5788237,MGA2020 zone 55,3976,46.5,257,365,1.53,9.83,HAMPTON PARK,RIVER GUM,734
